completed_customers,abandoned_customers,abandonment_rate,avg_order_wait,avg_prep_wait,avg_pickup_wait,avg_system_time,order_utilization,prep_utilization,pickup_utilization,avg_order_queue,avg_prep_queue,avg_pickup_queue,instance,source,peak_hour,seed
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_001.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_002.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_003.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_004.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_005.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_006.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_007.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_008.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_009.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_010.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_011.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_012.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_013.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_014.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_015.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_016.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_017.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.01385955215370581,0.029941274911117092,0.004694609329553438,0,0,0,huggingface_coffeesales_018.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_019.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_020.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_021.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_022.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_023.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_024.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_025.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_026.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.019960849940744728,0.004694609329553438,0,0,0,huggingface_coffeesales_027.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_028.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_029.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_030.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_031.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_032.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_033.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_034.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_035.json,huggingface_coffeesales,10,42
4,0,0.0,0.0,0.0,0.0,3.795773549379751,0.02771910430741162,0.029941274911117092,0.002347304664776719,0,0,0,huggingface_coffeesales_036.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_037.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_038.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_039.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_040.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_041.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_042.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_043.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_044.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.04518955550086233,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_045.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.022594777750431165,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_046.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.022594777750431165,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_047.json,huggingface_coffeesales,10,42
7,0,0.0,0.0,0.0,0.0,3.6841315399507155,0.022594777750431165,0.04516434447771376,0.007281955108319078,0,0,0,huggingface_coffeesales_048.json,huggingface_coffeesales,10,42
